Name,Source URL
puppetlabs-puppetdb,https://github.com/puppetlabs/puppetlabs-puppetdb.git
saz-sudo,https://github.com/saz/puppet-sudo
puppetlabs-stdlib,https://github.com/puppetlabs/puppetlabs-stdlib
puppet-archive,https://github.com/voxpupuli/puppet-archive
puppetlabs-concat,https://github.com/puppetlabs/puppetlabs-concat
puppetlabs-ntp,https://github.com/puppetlabs/puppetlabs-ntp
elastic-elastic_stack,https://github.com/elastic/puppet-elastic-stack
puppet-yum,https://github.com/voxpupuli/puppet-yum
tracywebtech-pip,https://github.com/TracyWebTech/puppet-pip
puppet-collectd,https://github.com/voxpupuli/puppet-collectd
threatstack-threatstack,https://github.com/threatstack/threatstack-puppet
rmueller-cron,https://github.com/roman-mueller/rmueller-cron
camptocamp-archive,https://github.com/camptocamp/puppet-archive
puppet-nginx,https://github.com/voxpupuli/puppet-nginx
Slashbunny-phpfpm,https://github.com/Slashbunny/puppet-phpfpm
pdxcat-nrpe,https://github.com/pdxcat/puppet-module-nrpe
stahnma-epel,https://github.com/stahnma/puppet-module-epel
puppetlabs-docker,https://github.com/puppetlabs/puppetlabs-docker
garethr-docker,https://github.com/garethr/garethr-docker
puppetlabs-apt,https://github.com/puppetlabs/puppetlabs-apt
bryana-ec2tagfacts,https://github.com/BIAndrews/ec2tagfacts
newrelic-newrelic_infra,https://github.com/newrelic/infrastructure-agent-puppet
puppetlabs-vcsrepo,https://github.com/puppetlabs/puppetlabs-vcsrepo
puppetlabs-java,git://github.com/puppetlabs/puppetlabs-java
jfryman-selinux,https://github.com/jfryman/puppet-selinux
puppetlabs-powershell,https://github.com/puppetlabs/puppetlabs-powershell
puppetlabs-ruby,git@github.com:puppetlabs/puppetlabs-ruby.git
stankevich-python,https://github.com/stankevich/puppet-python
puppet-nodejs,https://github.com/voxpupuli/puppet-nodejs
puppet-staging,https://github.com/voxpupuli/puppet-staging
jlcox-ds_389,https://github.com/jlcox1970/ds_389
puppetlabs-nodejs,https://github.com/puppetlabs/puppetlabs-nodejs
ceritsc-yum,https://github.com/CERIT-SC/puppet-yum
puppetlabs-inifile,https://github.com/puppetlabs/puppetlabs-inifile
puppetlabs-apache,https://github.com/puppetlabs/puppetlabs-apache
puppetlabs-firewall,https://github.com/puppetlabs/puppetlabs-firewall
puppetlabs-postgresql,https://github.com/puppetlabs/puppetlabs-postgresql
arioch-keepalived,https://github.com/arioch/puppet-keepalived
nanliu-staging,https://github.com/nanliu/puppet-staging
stm-sendmail,https://github.com/smoeding/puppet-sendmail
KyleAnderson-consul,https://github.com/solarkennedy/puppet-consul
saz-limits,https://github.com/saz/puppet-limits
herculesteam-augeasproviders_core,https://github.com/hercules-team/augeasproviders_core
erwbgy-limits,https://github.com/erwbgy/puppet-limits
thias-sysctl,https://github.com/thias/puppet-sysctl
puppetlabs-haproxy,https://github.com/puppetlabs/puppetlabs-haproxy
puppetlabs-mysql,git://github.com/puppetlabs/puppetlabs-mysql
puppetlabs-translate,https://github.com/puppetlabs/puppetlabs-translate
richardc-datacat,https://github.com/richardc/puppet-datacat
stackstorm-st2,https://github.com/StackStorm/puppet-st2
jdowning-awscli,https://github.com/jdowning/puppet-awscli
maestrodev-wget,https://github.com/maestrodev/puppet-wget
deric-zookeeper,https://github.com/deric/puppet-zookeeper
nanliu-archive,https://github.com/nanliu/puppet-archive
saz-timezone,https://github.com/saz/puppet-timezone
darin/zypprepo,https://github.com/deadpoint/puppet-zypprepo
puppetlabs-puppetserver_gem,https://github.com/puppetlabs/puppetlabs-puppetserver_gem
trepasi-debnet,https://github.com/rtib/tib-debnet
camptocamp-systemd,https://github.com/camptocamp/puppet-systemd
sfu-managedmac,https://github.com/dayglojesus/managedmac
puppet-extlib,https://github.com/voxpupuli/puppet-extlib
puppetlabs-java_ks,https://github.com/puppetlabs/puppetlabs-java_ks
puppetlabs-git,https://github.com/puppetlabs/puppetlabs-git
puppetlabs-rabbitmq,https://github.com/puppetlabs/puppetlabs-rabbitmq
puppet-logrotate,https://github.com/voxpupuli/puppet-logrotate
saz-rsyslog,https://github.com/saz/puppet-rsyslog
camptocamp-kmod,https://github.com/camptocamp/puppet-kmod
saz-resolv_conf,https://github.com/saz/puppet-resolv_conf
elastic-elasticsearch,https://github.com/elastic/puppet-elasticsearch
puppetlabs-lvm,https://github.com/puppetlabs/puppetlabs-lvm
saz-ssh,https://github.com/saz/puppet-ssh
camptocamp-augeas,https://github.com/camptocamp/puppet-augeas
derdanne-nfs,https://github.com/derdanne/puppet-nfs
sensu-sensu,https://github.com/sensu/sensu-puppet
puppet-selinux,https://github.com/voxpupuli/puppet-selinux
puppetlabs-xinetd,https://github.com/puppetlabs/puppetlabs-xinetd
puppetlabs-reboot,git://github.com/puppetlabs/puppetlabs-reboot
puppet-python,https://github.com/voxpupuli/puppet-python
rtyler-jenkins,https://github.com/jenkinsci/puppet-jenkins
yo61-logrotate,https://github.com/yo61/puppet-logrotate
herculesteam-augeasproviders_shellvar,https://github.com/hercules-team/augeasproviders_shellvar
puppetlabs-pe_gem,https://github.com/puppetlabs/puppetlabs-pe_gem
example42-puppi,https://github.com/example42/puppi
alexharvey-disable_transparent_hugepage,https://github.com/alexharv074/puppet-disable_transparent_hugepage
puppetlabs-motd,https://github.com/puppetlabs/puppetlabs-motd
camptocamp-postfix,https://github.com/camptocamp/puppet-postfix
puppetlabs-tomcat,http://github.com/puppetlabs/puppetlabs-tomcat
puppet-grafana,https://github.com/voxpupuli/puppet-grafana
elastic-kibana,https://github.com/elastic/puppet-kibana
ispavailability-file_concat,https://github.com/electrical/puppet-lib-file_concat
elastic-logstash,https://github.com/elastic/puppet-logstash
herculesteam-augeasproviders_sysctl,https://github.com/hercules-team/augeasproviders_sysctl
saz-dnsmasq,https://github.com/saz/puppet-dnsmasq
arioch-redis,https://github.com/arioch/puppet-redis
ghoneycutt-common,https://github.com/ghoneycutt/puppet-module-common
saz-memcached,https://github.com/saz/puppet-memcached
puppetlabs-gcc,https://github.com/puppetlabs/puppetlabs-gcc
puppet-rabbitmq,https://github.com/voxpupuli/puppet-rabbitmq
puppetlabs-registry,git://github.com/puppetlabs/puppetlabs-registry.git
ghoneycutt-ssh,https://github.com/ghoneycutt/puppet-module-ssh
jake-resource_tree,https://github.com/jake-dog/puppet-resource_tree
electrical-file_concat,https://github.com/electrical/puppet-lib-file_concat
puppet-zypprepo,https://github.com/voxpupuli/puppet-zypprepo
spantree-upstart,https://github.com/Spantree/puppet-upstart
trlinkin-nsswitch,https://github.com/trlinkin/puppet-nsswitch
puppet-cron,https://github.com/voxpupuli/puppet-cron
adrien-boolean,https://github.com/adrienthebo/puppet-boolean
lwf-remote_file,https://github.com/lwf/puppet-remote_file
puppet-alternatives,https://github.com/voxpupuli/puppet-alternatives
puppet-php,https://github.com/voxpupuli/puppet-php
zack-r10k,https://github.com/acidprime/r10k
elasticsearch-logstash,https://github.com/elastic/puppet-logstash
aboe-chrony,https://github.com/aboe76/puppet-chrony
haraldsk-nfs,https://github.com/haraldsk/puppet-module-nfs
jfryman-nginx,https://github.com/jfryman/puppet-nginx
strider-rhnreg_ks,https://github.com/strider/puppet-rhnreg_ks
theforeman-puppet,https://github.com/theforeman/puppet-puppet
mkrakowitzer-deploy,https://github.com/mkrakowitzer/puppet-deploy
puppetlabs-puppet_agent,https://github.com/puppetlabs/puppetlabs-puppet_agent
elasticsearch-elasticsearch,https://github.com/elastic/puppet-elasticsearch
puppetlabs-yumrepo_core,https://github.com/puppetlabs/puppetlabs-yumrepo_core
leinaddm-htpasswd,https://github.com/leinaddm/puppet-htpasswd
ssm-munin,https://github.com/ssm/ssm-munin
jeffmccune-motd,puppetlabs-motd
vshn-gitlab,https://github.com/vshn/puppet-gitlab
puppet-unattended_upgrades,https://github.com/voxpupuli/puppet-unattended_upgrades
willdurand-nodejs,https://github.com/willdurand/puppet-nodejs
razorsedge-snmp,https://github.com/razorsedge/puppet-snmp
herculesteam-augeasproviders_pam,https://github.com/hercules-team/augeasproviders_pam
example42-yum,https://github.com/example42/puppet-yum
thewired-bitbucket,https://github.com/danofthewired/puppet-bitbucket
puppet-snmp,https://github.com/voxpupuli/puppet-snmp
luxflux-openvpn,https://github.com/luxflux/puppet-openvpn
inkblot-bind,https://github.com/inkblot/puppet-bind
pcfens-filebeat,https://github.com/pcfens/puppet-filebeat
ajjahn-samba,https://github.com/ajjahn/puppet-samba
puppet-prometheus,https://github.com/voxpupuli/puppet-prometheus
s12v-blackfire,https://github.com/s12v/puppet-blackfire
puppetlabs-chocolatey,https://github.com/puppetlabs/puppetlabs-chocolatey
